,time,name,value,unit
137,2024-11-04 10:28:52.394174,dummy_instrument_random_number.param2,20,
138,2024-11-04 10:28:53.174502,dummy_instrument_random_number.param0,1,
139,2024-11-04 10:28:53.385585,dummy_instrument_random_number.param2,20,
140,2024-11-04 10:28:54.292419,dummy_instrument_random_number.param0,1,
141,2024-11-04 10:28:54.401161,dummy_instrument_random_number.param2,20,
142,2024-11-04 10:28:55.398080,dummy_instrument_random_number.param0,1,
143,2024-11-04 10:28:55.431932,dummy_instrument_random_number.param2,20,
144,2024-11-04 10:28:56.383510,dummy_instrument_random_number.param2,20,
145,2024-11-04 10:28:56.501026,dummy_instrument_random_number.param0,1,
146,2024-11-04 10:28:57.394892,dummy_instrument_random_number.param2,20,
147,2024-11-04 10:28:57.611234,dummy_instrument_random_number.param0,1,
148,2024-11-04 10:32:04.396104,dummy_instrument_random_number.param2,20,
149,2024-11-04 10:32:05.112221,dummy_instrument_random_number.param0,1,
150,2024-11-04 10:32:05.393420,dummy_instrument_random_number.param2,20,
151,2024-11-04 10:32:06.224665,dummy_instrument_random_number.param0,1,
152,2024-11-04 10:32:06.386427,dummy_instrument_random_number.param2,20,
153,2024-11-04 10:32:07.320088,dummy_instrument_random_number.param0,1,
154,2024-11-04 10:32:07.392011,dummy_instrument_random_number.param2,20,
155,2024-11-04 10:32:08.404366,dummy_instrument_random_number.param2,20,
156,2024-11-04 10:32:08.436793,dummy_instrument_random_number.param0,1,
157,2024-11-04 10:32:09.394968,dummy_instrument_random_number.param2,20,
158,2024-11-04 10:32:09.562871,dummy_instrument_random_number.param0,1,
159,2024-11-04 10:33:05.421105,dummy_instrument_random_number.param2,20,
160,2024-11-04 10:33:06.143820,dummy_instrument_random_number.param0,1,
161,2024-11-04 10:33:06.433635,dummy_instrument_random_number.param2,20,
162,2024-11-04 11:17:43.614411,dummy_instrument_random_number.param2,20,
163,2024-11-04 11:17:43.648853,dummy_instrument_random_number.param0,1,
164,2024-11-04 11:18:42.638589,dummy_instrument_random_number.param2,20,
165,2024-11-04 11:20:08.611644,dummy_instrument_random_number.param2,20,
166,2024-11-04 11:20:09.028552,dummy_instrument_random_number.param0,1,
167,2024-11-04 11:20:09.631890,dummy_instrument_random_number.param2,20,
168,2024-11-04 11:23:05.410407,dummy_instrument_random_number.param0,1,
169,2024-11-04 11:23:05.643471,dummy_instrument_random_number.param2,20,
170,2024-11-04 11:23:06.537843,dummy_instrument_random_number.param0,1,
171,2024-11-04 11:23:06.634239,dummy_instrument_random_number.param2,20,
172,2024-11-04 11:23:07.641980,dummy_instrument_random_number.param2,20,
173,2024-11-04 11:23:07.659331,dummy_instrument_random_number.param0,1,
174,2024-11-04 11:23:08.644068,dummy_instrument_random_number.param2,20,
175,2024-11-04 11:23:08.766748,dummy_instrument_random_number.param0,1,
176,2024-11-04 11:23:09.644035,dummy_instrument_random_number.param2,20,
177,2024-11-04 11:23:09.877234,dummy_instrument_random_number.param0,1,
178,2024-11-04 11:23:10.635347,dummy_instrument_random_number.param2,20,
179,2024-11-04 11:23:10.957182,dummy_instrument_random_number.param0,1,
180,2024-11-08 14:48:19.601172,dummy_instrument_random_number.param2,20,
181,2024-11-08 14:48:19.616861,dummy_instrument_random_number.param0,1,
182,2024-11-08 14:48:20.573137,dummy_instrument_random_number.param2,20,
183,2024-11-08 14:48:20.710400,dummy_instrument_random_number.param0,1,
184,2024-11-08 14:48:21.568976,dummy_instrument_random_number.param2,20,
185,2024-11-08 14:48:21.832338,dummy_instrument_random_number.param0,1,
186,2024-11-08 14:48:22.575255,dummy_instrument_random_number.param2,20,
187,2024-11-08 14:48:22.943889,dummy_instrument_random_number.param0,1,
188,2024-11-08 14:48:23.566436,dummy_instrument_random_number.param2,20,
189,2024-11-08 14:48:24.057092,dummy_instrument_random_number.param0,1,
190,2024-11-08 14:48:24.577695,dummy_instrument_random_number.param2,20,
191,2024-11-08 14:48:25.150970,dummy_instrument_random_number.param0,1,
192,2024-11-08 14:48:25.576154,dummy_instrument_random_number.param2,20,
193,2024-11-08 14:48:26.257857,dummy_instrument_random_number.param0,1,
194,2024-11-08 14:48:26.596723,dummy_instrument_random_number.param2,20,
195,2024-11-08 14:48:27.388106,dummy_instrument_random_number.param0,1,
196,2024-11-08 14:48:27.595103,dummy_instrument_random_number.param2,20,
197,2024-11-08 14:48:28.480796,dummy_instrument_random_number.param0,1,
198,2024-11-08 14:48:28.592571,dummy_instrument_random_number.param2,20,
199,2024-11-08 14:48:29.576780,dummy_instrument_random_number.param2,20,
200,2024-11-08 14:48:29.608540,dummy_instrument_random_number.param0,1,
201,2024-11-08 14:48:30.574335,dummy_instrument_random_number.param2,20,
202,2024-11-08 14:48:30.719163,dummy_instrument_random_number.param0,1,
203,2024-11-08 14:48:31.597816,dummy_instrument_random_number.param2,20,
204,2024-11-08 14:48:31.863749,dummy_instrument_random_number.param0,1,
205,2024-11-08 14:48:32.594567,dummy_instrument_random_number.param2,20,
206,2024-11-08 14:48:32.955797,dummy_instrument_random_number.param0,1,
207,2024-11-08 14:48:33.579048,dummy_instrument_random_number.param2,20,
208,2024-11-08 14:48:34.054236,dummy_instrument_random_number.param0,1,
209,2024-11-08 14:48:34.585160,dummy_instrument_random_number.param2,20,
210,2024-11-08 14:48:35.160635,dummy_instrument_random_number.param0,1,
211,2024-11-08 14:48:35.571468,dummy_instrument_random_number.param2,20,
212,2024-11-08 14:48:36.262246,dummy_instrument_random_number.param0,1,
213,2024-11-08 14:48:36.598682,dummy_instrument_random_number.param2,20,
214,2024-11-08 14:48:37.390747,dummy_instrument_random_number.param0,1,
215,2024-11-08 14:48:37.572415,dummy_instrument_random_number.param2,20,
216,2024-11-08 14:48:38.486748,dummy_instrument_random_number.param0,1,
217,2024-11-08 14:48:38.588109,dummy_instrument_random_number.param2,20,
218,2024-11-08 14:48:39.583220,dummy_instrument_random_number.param2,20,
219,2024-11-08 14:48:39.602489,dummy_instrument_random_number.param0,1,
220,2024-11-08 14:48:40.569786,dummy_instrument_random_number.param2,20,
221,2024-11-08 14:48:40.716105,dummy_instrument_random_number.param0,1,
222,2024-11-08 14:48:41.582416,dummy_instrument_random_number.param2,20,
223,2024-11-08 14:48:41.827306,dummy_instrument_random_number.param0,1,
224,2024-11-08 14:48:42.583932,dummy_instrument_random_number.param2,20,
225,2024-11-08 14:48:42.957292,dummy_instrument_random_number.param0,1,
226,2024-11-08 14:48:43.588085,dummy_instrument_random_number.param2,20,
227,2024-11-08 14:48:44.049804,dummy_instrument_random_number.param0,1,
228,2024-11-08 14:48:44.584131,dummy_instrument_random_number.param2,20,
229,2024-11-08 14:48:45.147571,dummy_instrument_random_number.param0,1,
230,2024-11-08 14:48:45.587447,dummy_instrument_random_number.param2,20,
231,2024-11-08 14:48:46.264712,dummy_instrument_random_number.param0,1,
232,2024-11-08 14:48:46.579269,dummy_instrument_random_number.param2,20,
233,2024-11-08 14:48:47.371146,dummy_instrument_random_number.param0,1,
234,2024-11-08 14:48:47.577284,dummy_instrument_random_number.param2,20,
235,2024-11-08 14:48:48.477178,dummy_instrument_random_number.param0,1,
236,2024-11-08 14:48:48.582087,dummy_instrument_random_number.param2,20,
237,2024-11-08 14:49:13.575856,dummy_instrument_random_number.param2,20,
238,2024-11-08 14:49:14.115397,dummy_instrument_random_number.param0,1,
239,2024-11-08 14:49:14.577857,dummy_instrument_random_number.param2,20,
240,2024-11-08 14:49:14.988381,dummy_instrument_random_number.param2,20,
241,2024-11-08 14:49:15.001798,dummy_instrument_random_number.param0,1,
242,2024-11-08 14:49:15.222744,dummy_instrument_random_number.param0,1,
243,2024-11-08 14:49:15.578286,dummy_instrument_random_number.param2,20,
244,2024-11-08 14:49:16.333999,dummy_instrument_random_number.param0,1,
245,2024-11-08 14:49:16.572591,dummy_instrument_random_number.param2,20,
246,2024-11-08 14:49:17.447050,dummy_instrument_random_number.param0,1,
247,2024-11-08 14:49:17.575275,dummy_instrument_random_number.param2,20,
248,2024-11-08 14:49:18.560186,dummy_instrument_random_number.param0,1,
249,2024-11-08 14:49:18.576019,dummy_instrument_random_number.param2,20,
250,2024-11-08 14:49:19.572669,dummy_instrument_random_number.param2,20,
251,2024-11-08 14:49:19.667615,dummy_instrument_random_number.param0,1,
252,2024-11-08 14:49:20.580116,dummy_instrument_random_number.param2,20,
253,2024-11-08 14:49:20.774440,dummy_instrument_random_number.param0,1,
254,2024-11-08 14:49:21.576708,dummy_instrument_random_number.param2,20,
255,2024-11-08 14:49:21.887141,dummy_instrument_random_number.param0,1,
256,2024-11-08 14:49:22.575671,dummy_instrument_random_number.param2,20,
257,2024-11-08 14:49:22.714969,dummy_instrument_random_number.param2,25,
258,2024-11-08 14:49:23.001528,dummy_instrument_random_number.param0,1,
259,2024-11-08 14:49:23.571493,dummy_instrument_random_number.param2,25,
260,2024-11-08 14:49:24.111909,dummy_instrument_random_number.param0,1,
261,2024-11-08 14:49:24.569950,dummy_instrument_random_number.param2,25,
262,2024-11-08 14:49:25.208931,dummy_instrument_random_number.param0,1,
263,2024-11-08 14:49:25.578297,dummy_instrument_random_number.param2,25,
264,2024-11-08 14:49:26.341470,dummy_instrument_random_number.param0,1,
265,2024-11-08 14:49:26.566860,dummy_instrument_random_number.param2,25,
266,2024-11-08 14:49:27.435037,dummy_instrument_random_number.param0,1,
267,2024-11-08 14:49:27.576411,dummy_instrument_random_number.param2,25,
268,2024-11-08 14:49:28.551780,dummy_instrument_random_number.param0,1,
269,2024-11-08 14:49:28.571201,dummy_instrument_random_number.param2,25,
270,2024-11-08 14:49:29.582487,dummy_instrument_random_number.param2,25,
271,2024-11-08 14:49:29.645979,dummy_instrument_random_number.param0,1,
272,2024-11-08 14:49:30.569394,dummy_instrument_random_number.param2,25,
273,2024-11-08 14:49:30.767603,dummy_instrument_random_number.param0,1,
274,2024-11-08 14:49:31.572908,dummy_instrument_random_number.param2,25,
275,2024-11-08 14:49:31.871473,dummy_instrument_random_number.param0,1,
276,2024-11-08 14:49:32.573166,dummy_instrument_random_number.param2,25,
277,2024-11-08 14:49:32.978267,dummy_instrument_random_number.param0,1,
278,2024-11-08 14:49:33.574368,dummy_instrument_random_number.param2,25,
279,2024-11-08 14:49:34.095052,dummy_instrument_random_number.param0,1,
280,2024-11-08 14:49:34.574109,dummy_instrument_random_number.param2,25,
281,2024-11-08 14:49:35.192888,dummy_instrument_random_number.param0,1,
282,2024-11-08 14:49:35.572584,dummy_instrument_random_number.param2,25,
283,2024-11-08 14:49:36.302956,dummy_instrument_random_number.param0,1,
284,2024-11-08 14:49:36.576307,dummy_instrument_random_number.param2,25,
285,2024-11-08 14:49:37.421326,dummy_instrument_random_number.param0,1,
286,2024-11-08 14:49:37.571773,dummy_instrument_random_number.param2,25,
287,2024-11-08 14:49:38.531587,dummy_instrument_random_number.param0,1,
288,2024-11-08 14:49:38.580348,dummy_instrument_random_number.param2,25,
289,2024-11-08 14:49:39.569529,dummy_instrument_random_number.param2,25,
290,2024-11-08 14:49:39.633185,dummy_instrument_random_number.param0,1,
291,2024-11-08 14:49:40.569215,dummy_instrument_random_number.param2,25,
292,2024-11-08 14:49:40.749301,dummy_instrument_random_number.param0,1,
293,2024-11-08 14:49:41.573648,dummy_instrument_random_number.param2,25,
294,2024-11-08 14:49:41.861005,dummy_instrument_random_number.param0,1,
295,2024-11-08 14:49:42.577375,dummy_instrument_random_number.param2,25,
296,2024-11-08 14:49:42.979937,dummy_instrument_random_number.param0,1,
297,2024-11-08 14:49:43.580243,dummy_instrument_random_number.param2,25,
298,2024-11-08 14:49:44.069404,dummy_instrument_random_number.param0,1,
299,2024-11-08 14:49:44.580815,dummy_instrument_random_number.param2,25,
300,2024-11-08 14:49:45.179586,dummy_instrument_random_number.param0,1,
301,2024-11-08 14:49:45.567341,dummy_instrument_random_number.param2,25,
302,2024-11-08 14:49:46.288401,dummy_instrument_random_number.param0,1,
303,2024-11-08 14:49:46.578892,dummy_instrument_random_number.param2,25,
304,2024-11-08 14:49:47.400104,dummy_instrument_random_number.param0,1,
305,2024-11-08 14:49:47.573047,dummy_instrument_random_number.param2,25,
306,2024-11-08 14:49:48.508674,dummy_instrument_random_number.param0,1,
307,2024-11-08 14:49:48.571403,dummy_instrument_random_number.param2,25,
308,2024-11-08 14:49:49.571436,dummy_instrument_random_number.param2,25,
309,2024-11-08 14:49:49.618714,dummy_instrument_random_number.param0,1,
310,2024-11-08 14:49:50.581858,dummy_instrument_random_number.param2,25,
311,2024-11-08 14:49:50.730690,dummy_instrument_random_number.param0,1,
312,2024-11-08 14:49:51.579089,dummy_instrument_random_number.param2,25,
313,2024-11-08 14:49:51.837598,dummy_instrument_random_number.param0,1,
314,2024-11-08 14:49:52.568565,dummy_instrument_random_number.param2,25,
315,2024-11-08 14:49:52.944645,dummy_instrument_random_number.param0,1,
316,2024-11-08 14:49:53.576721,dummy_instrument_random_number.param2,25,
317,2024-11-08 14:49:54.070937,dummy_instrument_random_number.param0,1,
318,2024-11-08 14:49:54.578120,dummy_instrument_random_number.param2,25,
319,2024-11-08 14:49:55.162224,dummy_instrument_random_number.param0,1,
320,2024-11-08 14:49:55.194144,dummy_instrument_random_number.param0,1,
321,2024-11-08 14:49:55.575801,dummy_instrument_random_number.param2,25,
322,2024-11-08 14:49:56.274281,dummy_instrument_random_number.param0,1,
323,2024-11-08 14:49:56.582931,dummy_instrument_random_number.param2,25,
324,2024-11-08 14:49:57.385926,dummy_instrument_random_number.param0,1,
325,2024-11-08 14:49:57.585152,dummy_instrument_random_number.param2,25,
326,2024-11-08 14:49:58.496736,dummy_instrument_random_number.param0,1,
327,2024-11-08 14:49:58.571486,dummy_instrument_random_number.param2,25,
328,2024-11-08 14:49:59.570579,dummy_instrument_random_number.param2,25,
329,2024-11-08 14:49:59.602225,dummy_instrument_random_number.param0,1,
330,2024-11-08 14:50:00.577714,dummy_instrument_random_number.param2,25,
331,2024-11-08 14:50:00.718495,dummy_instrument_random_number.param0,1,
332,2024-11-08 14:50:01.568499,dummy_instrument_random_number.param2,25,
333,2024-11-08 14:50:01.820951,dummy_instrument_random_number.param0,1,
334,2024-11-08 14:50:02.573297,dummy_instrument_random_number.param2,25,
335,2024-11-08 14:50:02.938134,dummy_instrument_random_number.param0,1,
336,2024-11-08 14:50:03.571726,dummy_instrument_random_number.param2,25,
337,2024-11-08 14:50:04.048372,dummy_instrument_random_number.param0,1,
338,2024-11-08 14:50:04.572295,dummy_instrument_random_number.param2,25,
339,2024-11-08 14:50:05.157774,dummy_instrument_random_number.param0,1,
340,2024-11-08 14:50:05.575387,dummy_instrument_random_number.param2,25,
341,2024-11-08 14:50:06.263388,dummy_instrument_random_number.param0,1,
342,2024-11-08 14:50:06.569148,dummy_instrument_random_number.param2,25,
343,2024-11-08 14:50:07.377936,dummy_instrument_random_number.param0,1,
344,2024-11-08 14:50:07.568862,dummy_instrument_random_number.param2,25,
345,2024-11-08 14:50:08.487046,dummy_instrument_random_number.param0,1,
346,2024-11-08 14:50:08.582657,dummy_instrument_random_number.param2,25,
347,2024-11-08 14:50:09.581244,dummy_instrument_random_number.param2,25,
348,2024-11-08 14:50:09.600965,dummy_instrument_random_number.param0,1,
349,2024-11-08 14:50:10.575041,dummy_instrument_random_number.param2,25,
350,2024-11-08 14:50:10.714882,dummy_instrument_random_number.param0,1,
351,2024-11-08 14:50:11.578142,dummy_instrument_random_number.param2,25,
352,2024-11-08 14:50:11.841451,dummy_instrument_random_number.param0,1,
353,2024-11-08 14:50:12.577162,dummy_instrument_random_number.param2,25,
354,2024-11-08 14:50:12.943055,dummy_instrument_random_number.param0,1,
355,2024-11-08 14:50:13.576526,dummy_instrument_random_number.param2,25,
356,2024-11-08 14:50:14.065381,dummy_instrument_random_number.param0,1,
357,2024-11-08 14:50:14.571347,dummy_instrument_random_number.param2,25,
358,2024-11-08 14:50:15.170340,dummy_instrument_random_number.param0,1,
359,2024-11-08 14:50:15.400052,dummy_instrument_random_number.param0,5,
360,2024-11-08 14:50:15.577022,dummy_instrument_random_number.param2,25,
361,2024-11-08 14:50:16.268325,dummy_instrument_random_number.param0,5,
362,2024-11-08 14:50:16.571273,dummy_instrument_random_number.param2,25,
363,2024-11-08 14:50:17.386083,dummy_instrument_random_number.param0,5,
364,2024-11-08 14:50:17.580924,dummy_instrument_random_number.param2,25,
365,2024-11-08 14:50:18.493183,dummy_instrument_random_number.param0,5,
366,2024-11-08 14:50:18.572284,dummy_instrument_random_number.param2,25,
367,2024-11-08 14:50:19.568724,dummy_instrument_random_number.param2,25,
368,2024-11-08 14:50:19.599322,dummy_instrument_random_number.param0,5,
369,2024-11-08 14:50:20.582111,dummy_instrument_random_number.param2,25,
370,2024-11-08 14:50:20.712137,dummy_instrument_random_number.param0,5,
371,2024-11-08 14:50:21.575862,dummy_instrument_random_number.param2,25,
372,2024-11-08 14:50:21.822585,dummy_instrument_random_number.param0,5,
373,2024-11-08 14:50:21.828351,dummy_instrument_random_number.param0,5,
374,2024-11-08 14:50:22.570652,dummy_instrument_random_number.param2,25,
375,2024-11-08 14:50:22.943154,dummy_instrument_random_number.param0,5,
376,2024-11-08 14:50:23.568710,dummy_instrument_random_number.param2,25,
377,2024-11-08 14:50:24.045046,dummy_instrument_random_number.param0,5,
378,2024-11-08 14:50:24.579293,dummy_instrument_random_number.param2,25,
379,2024-11-08 14:50:25.166661,dummy_instrument_random_number.param0,5,
380,2024-11-08 14:50:25.567917,dummy_instrument_random_number.param2,25,
381,2024-11-08 14:50:26.248652,dummy_instrument_random_number.param0,5,
382,2024-11-08 14:50:26.580956,dummy_instrument_random_number.param2,25,
383,2024-11-08 14:50:27.376653,dummy_instrument_random_number.param0,5,
384,2024-11-08 14:50:27.567475,dummy_instrument_random_number.param2,25,
385,2024-11-08 14:50:28.478559,dummy_instrument_random_number.param0,5,
386,2024-11-08 14:50:28.573939,dummy_instrument_random_number.param2,25,
387,2024-11-08 14:50:29.578882,dummy_instrument_random_number.param2,25,
